event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
27220837677,true,2002-09-02 00:00:00.000,15.359,3.141,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539888.3609656666,347185.212463083,"33N"
27220837678,true,2002-09-03 00:00:00.000,15.368,3.153,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540887.8936193542,348511.9881634544,"33N"
27220837679,true,2002-09-04 00:00:00.000,15.38,3.174,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542220.3641515906,350833.7199084796,"33N"
27220837680,true,2002-09-05 00:00:00.000,15.365,3.172,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540553.8257615177,350612.0485870686,"33N"
27220837681,true,2002-09-06 00:00:00.000,15.348,3.179,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",538664.7332979549,351385.14671447634,"33N"
27220837682,true,2002-09-06 00:00:00.000,15.369,3.182,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540997.8628299127,351717.5635978019,"33N"
27220837683,true,2002-09-07 00:00:00.000,15.378,3.156,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541998.8732129477,348843.993463688,"33N"
27220837684,true,2002-09-08 00:00:00.000,15.377,3.152,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541887.9235453038,348401.80995808676,"33N"
27220837685,true,2002-09-08 00:00:00.000,15.385,3.154,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542776.723490141,348623.2067705116,"33N"
27220837686,true,2002-09-08 00:00:00.000,15.375,3.147,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541665.9020019198,347849.05094413226,"33N"
27220837687,true,2002-09-09 00:00:00.000,15.373,3.163,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541443.0470244861,349617.5433424774,"33N"
27220837688,true,2002-09-10 00:00:00.000,15.328,3.164,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",536443.1222924311,349726.39091184194,"33N"
27220837689,true,2002-09-10 00:00:00.000,15.456,3.148,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",550665.8617924836,347963.1709064825,"33N"
27220837690,true,2002-09-10 00:00:00.000,15.359,3.162,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539887.5613622569,349506.4594738852,"33N"
27220837691,true,2002-09-11 00:00:00.000,15.381,3.153,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542332.3238453803,348512.50745851244,"33N"
27220837692,true,2002-09-11 00:00:00.000,15.358,3.152,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539776.8328650158,348401.0654109818,"33N"
27220837693,true,2002-09-11 00:00:00.000,15.359,3.152,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539887.9427896639,348401.10363793274,"33N"
27220837694,true,2002-09-12 00:00:00.000,15.361,3.161,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540109.8175328469,349396.0008728798,"33N"
27220837695,true,2002-09-12 00:00:00.000,15.36,3.148,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539999.2053835348,347958.99964805285,"33N"
27220837696,true,2002-09-15 00:00:00.000,15.363,3.181,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540331.2607827595,351606.7915333741,"33N"
27220837697,true,2002-09-15 00:00:00.000,15.371,3.182,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541220.0765674936,351717.6432523222,"33N"
27220837698,true,2002-09-15 00:00:00.000,15.337,3.17,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",537442.881887379,350389.9232927912,"33N"
27220837699,true,2002-09-16 00:00:00.000,15.369,3.187,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540997.6650975832,352270.2424219762,"33N"
27220837700,true,2002-09-16 00:00:00.000,15.381,3.188,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542330.9009804492,352381.2634889067,"33N"
27220837701,true,2002-09-17 00:00:00.000,15.368,3.167,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540887.3457132537,350059.4879661465,"33N"
27220837702,true,2002-09-18 00:00:00.000,15.384,3.156,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542665.531904014,348844.2375296101,"33N"
27220837703,true,2002-09-18 00:00:00.000,15.377,3.151,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541887.9635309132,348291.27416296984,"33N"
27220837704,true,2002-09-19 00:00:00.000,15.384,3.153,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542665.6542045241,348512.62985596474,"33N"
27220837705,true,2002-09-19 00:00:00.000,15.371,3.155,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541221.144721104,348733.17785030825,"33N"
27220837706,true,2002-09-20 00:00:00.000,15.389,3.134,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",543221.9869863009,346412.65325687284,"33N"
27220837707,true,2002-09-22 00:00:00.000,15.356,3.143,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539554.952444462,347406.1695310444,"33N"
27220837708,true,2002-09-23 00:00:00.000,15.301,3.142,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",533443.9049463619,347293.7135693767,"33N"
27220837709,true,2002-09-24 00:00:00.000,15.369,3.163,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540998.6113840875,349617.3845527894,"33N"
27220837710,true,2002-09-25 00:00:00.000,15.364,3.149,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540443.6083793475,348069.68948010576,"33N"
27220837711,true,2002-09-25 00:00:00.000,15.374,3.134,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541555.3052266143,346412.0465332291,"33N"
27220837712,true,2002-09-26 00:00:00.000,15.359,3.128,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539888.8532906497,345748.2504948505,"33N"
27220837713,true,2002-09-27 00:00:00.000,15.368,3.098,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540890.0226293072,342432.5286564458,"33N"
27220837714,true,2002-09-28 00:00:00.000,15.36,3.127,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540000.0036557583,345637.7530043244,"33N"
27220837715,true,2002-09-30 00:00:00.000,15.361,3.13,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540111.0022184442,345969.397783806,"33N"
27220837716,true,2002-09-30 00:00:00.000,15.36,3.125,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",540000.0794032845,345416.6819438421,"33N"
27220837717,true,2002-10-01 00:00:00.000,15.376,3.108,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541778.5561367098,343538.19737881905,"33N"
27220837718,true,2002-10-02 00:00:00.000,15.372,3.092,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541334.7181054493,341769.4700959036,"33N"
27220837719,true,2002-10-02 00:00:00.000,15.373,3.07,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",541446.6854051879,339337.7259298098,"33N"
27220837720,true,2002-10-04 00:00:00.000,15.385,3.106,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",542778.6701713117,343317.4858498594,"33N"
27220837721,true,2002-10-08 00:00:00.000,15.352,3.066,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",539113.3410247839,338894.7939878739,"33N"
27220837722,true,2002-10-09 00:00:00.000,15.387,3.076,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",543002.1081749536,340001.4930625275,"33N"
27220837723,true,2002-10-11 00:00:00.000,15.398,3.076,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",544224.4097257919,340001.9423842152,"33N"
27220837724,true,2002-10-11 00:00:00.000,15.393,3.086,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",543668.4104007934,341107.0951369025,"33N"
27220837725,true,2002-10-11 00:00:00.000,15.395,3.076,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",543891.054597463,340001.8185929991,"33N"
27220837726,true,2002-10-12 00:00:00.000,15.426,3.084,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",547335.3769599423,340887.4334069655,"33N"
27220837727,true,2002-10-12 00:00:00.000,15.399,3.09,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",544334.9485263044,341549.4870065835,"33N"
27220837728,true,2002-10-12 00:00:00.000,15.423,3.086,"0","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",547001.9353132129,341108.37308151973,"33N"
27220837729,true,2002-10-12 00:00:00.000,15.42,3.086,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546668.5822566573,341108.2410581938,"33N"
27220837730,true,2002-10-13 00:00:00.000,15.414,3.107,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546000.9704893633,343429.23946028674,"33N"
27220837731,true,2002-10-14 00:00:00.000,15.416,3.089,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",546223.9820320463,341439.6750352593,"33N"
27220837732,true,2002-10-15 00:00:00.000,15.408,3.125,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",545333.508233858,345418.63059377816,"33N"
27220837733,true,2002-10-16 00:00:00.000,15.486,3.035,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",554004.9337936342,335473.96593943326,"33N"
27220837734,true,2002-10-16 00:00:00.000,15.498,3.037,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",555338.3203878012,335695.64690154896,"33N"
27220837735,true,2002-10-17 00:00:00.000,15.577,2.967,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",564121.2470716508,327962.3011349415,"33N"
27220837736,true,2002-10-18 00:00:00.000,15.593,2.866,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",565905.2480729866,316798.8171179351,"33N"
27220837737,true,2002-10-18 00:00:00.000,15.615,2.845,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",568351.6331403616,314478.7832130932,"33N"
27220837738,true,2002-10-19 00:00:00.000,15.666,2.734,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574027.0047044385,302211.9709882425,"33N"
27220837739,true,2002-10-19 00:00:00.000,15.706,2.658,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",578478.1596096809,293813.401014185,"33N"
27220837740,true,2002-10-20 00:00:00.000,15.75,2.36,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583388.2990758711,260874.86463482416,"33N"
27220837741,true,2002-10-20 00:00:00.000,15.743,2.331,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",582611.6656976175,257668.75133765244,"33N"
27220837742,true,2002-10-21 00:00:00.000,15.885,2.881,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",598358.6228074013,318477.9391620265,"33N"
27220837743,true,2002-10-23 00:00:00.000,15.755,2.327,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583946.2189183304,257227.29478706108,"33N"
27220837744,true,2002-10-23 00:00:00.000,15.76,2.329,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584502.0676258677,257448.67652016875,"33N"
27220837745,true,2002-10-25 00:00:00.000,15.752,2.359,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583610.7404020135,260764.4431899444,"33N"
27220837746,true,2002-10-25 00:00:00.000,15.767,2.364,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585278.3019267295,261318.0626001982,"33N"
27220837747,true,2002-10-26 00:00:00.000,15.73,2.409,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581161.6173211967,266290.1893328244,"33N"
27220837748,true,2002-10-26 00:00:00.000,15.779,2.37,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",586612.2220468327,261982.0583085906,"33N"
27220837749,true,2002-10-27 00:00:00.000,15.764,2.378,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584943.8756103585,262865.46403413644,"33N"
27220837750,true,2002-10-29 00:00:00.000,15.758,2.393,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584275.8248019018,264523.2214646552,"33N"
27220837751,true,2002-10-29 00:00:00.000,15.81,2.389,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",590057.9146300914,264084.3527695428,"33N"
27220837752,true,2002-10-30 00:00:00.000,15.687,2.401,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576381.0724455357,265403.3844569251,"33N"
27220837753,true,2002-10-30 00:00:00.000,15.789,2.403,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",587722.0387632677,265630.58953937364,"33N"
27220837754,true,2002-10-31 00:00:00.000,15.75,2.401,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583385.834775787,265407.06458787323,"33N"
27220837755,true,2002-10-31 00:00:00.000,15.766,2.398,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585165.0234359229,265076.4249147835,"33N"
27220837756,true,2002-11-01 00:00:00.000,15.793,2.396,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",588167.2407584551,264857.0487049268,"33N"
27220837757,true,2002-11-02 00:00:00.000,15.772,2.437,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585829.7023831513,269387.94096072455,"33N"
27220837758,true,2002-11-03 00:00:00.000,15.768,2.413,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585386.4668572464,266734.6789295551,"33N"
27220837759,true,2002-11-03 00:00:00.000,15.777,2.411,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",586387.2768835519,266514.16258738,"33N"
27220837760,true,2002-11-03 00:00:00.000,15.777,2.412,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",586387.2138037838,266624.7047953098,"33N"
27220837761,true,2002-11-04 00:00:00.000,15.764,2.399,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584942.5855210975,265186.8425259417,"33N"
27220837762,true,2002-11-05 00:00:00.000,15.752,2.38,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583609.4806775616,263085.8145983348,"33N"
27220837763,true,2002-11-06 00:00:00.000,15.765,2.366,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585055.7983807093,261539.02360329434,"33N"
27220837764,true,2002-11-07 00:00:00.000,15.762,2.346,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584723.4352331492,259328.00548398765,"33N"
27220837765,true,2002-11-08 00:00:00.000,15.831,2.347,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",592395.6940893419,259442.91524785,"33N"
27220837766,true,2002-11-08 00:00:00.000,15.785,2.367,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",587279.5546716424,261650.80781544503,"33N"
27220837767,true,2002-11-10 00:00:00.000,15.774,2.362,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",586056.7619482649,261097.41025859758,"33N"
27220837768,true,2002-11-11 00:00:00.000,15.769,2.355,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585501.2335218923,260323.3083101034,"33N"
27220837769,true,2002-11-11 00:00:00.000,15.789,2.328,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",587726.751244631,257339.90558712656,"33N"
27220837770,true,2002-11-13 00:00:00.000,15.771,2.394,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585721.213216074,264634.5688250167,"33N"
27220837771,true,2002-11-14 00:00:00.000,15.762,2.421,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584718.8494514112,267618.638505177,"33N"
27220837772,true,2002-11-15 00:00:00.000,15.712,2.451,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",579157.8210377445,270931.8360253713,"33N"
27220837773,true,2002-11-15 00:00:00.000,15.755,2.455,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583938.4400484747,271376.62040844036,"33N"
27220837774,true,2002-11-15 00:00:00.000,15.77,2.433,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585607.5846755845,268945.6454656736,"33N"
27220837775,true,2002-11-16 00:00:00.000,15.753,2.446,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583716.6327761511,270381.62019848387,"33N"
27220837776,true,2002-11-16 00:00:00.000,15.761,2.445,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584606.167353421,270271.57992329216,"33N"
27220837777,true,2002-11-16 00:00:00.000,15.745,2.443,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",582827.3464121174,270049.4996133439,"33N"
27220837778,true,2002-11-17 00:00:00.000,16.047,2.445,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",616406.0316720391,270292.9858519119,"33N"
27220837779,true,2002-11-17 00:00:00.000,15.749,2.455,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583271.3413290489,271376.24534327915,"33N"
27220837780,true,2002-11-17 00:00:00.000,15.768,2.465,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",585383.1877634656,272482.8638329377,"33N"
27220837781,true,2002-11-18 00:00:00.000,15.749,2.458,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583271.1555090977,271707.87002006394,"33N"
27220837782,true,2002-11-19 00:00:00.000,15.752,2.465,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583604.267806795,272481.84890859557,"33N"
27220837783,true,2002-11-20 00:00:00.000,15.725,2.502,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",580600.1124453968,276570.2019044261,"33N"
27220837784,true,2002-11-20 00:00:00.000,15.736,2.488,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581823.9431131037,275023.30446777085,"33N"
27220837785,true,2002-11-21 00:00:00.000,15.744,2.583,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",582707.350803463,285525.25175373536,"33N"
27220837786,true,2002-11-21 00:00:00.000,15.757,2.587,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",584152.3262218116,285968.27285695844,"33N"
27220837787,true,2002-11-21 00:00:00.000,15.755,2.581,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583930.3762382583,285304.8888824701,"33N"
27220837788,true,2002-11-21 00:00:00.000,15.747,2.571,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583041.6447298116,284198.94681567315,"33N"
27220837789,true,2002-11-21 00:00:00.000,15.752,2.585,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",583596.5972601285,285746.8587431284,"33N"
27220837790,true,2002-11-22 00:00:00.000,15.697,2.656,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",577477.8047024701,293591.75167069805,"33N"
27220837791,true,2002-11-22 00:00:00.000,15.735,2.657,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",581702.0062508223,293704.73954679666,"33N"
27220837792,true,2002-11-23 00:00:00.000,15.701,2.718,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",577918.5316435273,300445.53129496437,"33N"
27220837793,true,2002-11-23 00:00:00.000,15.692,2.723,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576917.7851426554,300997.6576998686,"33N"
27220837794,true,2002-11-24 00:00:00.000,15.685,2.714,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",576140.2418703837,300002.34933192265,"33N"
27220837795,true,2002-11-24 00:00:00.000,15.677,2.714,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",575250.9710459077,300001.84883180854,"33N"
27220837796,true,2002-11-25 00:00:00.000,15.66,2.747,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573359.2735658147,303648.6219794513,"33N"
27220837797,true,2002-11-25 00:00:00.000,15.651,2.75,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572358.6957109815,303979.69268065126,"33N"
27220837798,true,2002-11-26 00:00:00.000,15.669,2.781,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574357.5562860554,307407.54410118016,"33N"
27220837799,true,2002-11-27 00:00:00.000,15.66,2.778,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573357.3710278943,307075.36114901694,"33N"
27220837800,true,2002-11-27 00:00:00.000,15.672,2.777,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574691.264974097,306965.5723488179,"33N"
27220837801,true,2002-11-28 00:00:00.000,15.667,2.762,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",574136.4338492687,305307.1555611434,"33N"
27220837802,true,2002-11-29 00:00:00.000,15.664,2.753,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573803.5263204431,304312.1084323814,"33N"
27220837803,true,2002-11-30 00:00:00.000,15.635,2.76,"1","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",570579.6318305819,305084.1291817553,"33N"
27220837804,true,2002-11-30 00:00:00.000,15.664,2.756,"2","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573803.3416237897,304643.7285758952,"33N"
27220837805,true,2002-12-01 00:00:00.000,15.659,2.761,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",573247.262964911,305196.1197525373,"33N"
27220837806,true,2002-12-01 00:00:00.000,15.647,2.77,"A","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571912.8742596314,306190.24467712356,"33N"
27220837807,true,2002-12-02 00:00:00.000,15.652,2.76,"B","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",572469.2459491612,305085.15114707284,"33N"
27220837808,true,2002-12-03 00:00:00.000,15.643,2.783,"3","argos-doppler-shift",,"#2789885948","14118","Elephant Research - Lobeke National Park (Cameroon) - Collar 14118",571467.4815469814,307627.01791259693,"33N"
