event-id,visible,timestamp,location-long,location-lat,argos:lc,lat-upper,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
16029334528,true,2016-12-13 14:46:00.000,-20.662,74.493,"1",74.493,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510086.86190463527,8267068.874411317,"27N"
16029334531,true,2016-12-13 15:35:00.000,-20.694,74.493,"A",74.493,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509131.90091840754,8267063.70287902,"27N"
16029334532,true,2016-12-13 16:10:00.000,-20.671,74.52,"A",74.52,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509801.61065398884,8270079.683251599,"27N"
16029334533,true,2016-12-14 14:17:00.000,-20.65,74.456,"2",74.456,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510469.26810839126,8262942.978276465,"27N"
16029334534,true,2016-12-14 15:21:00.000,-20.596,74.471,"1",74.471,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",512073.1362123771,8264626.707752996,"27N"
16029334535,true,2016-12-14 15:54:00.000,-20.619,74.467,"1",74.467,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511388.67235755833,8264175.905849131,"27N"
16029334536,true,2016-12-14 16:04:00.000,-20.649,74.462,"2",74.462,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510495.2290531186,8263612.5537761655,"27N"
16029334538,true,2016-12-15 14:08:00.000,-20.535,74.541,"A",74.541,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",513834.9492658044,8272449.623000838,"27N"
16029334540,true,2016-12-15 15:11:00.000,-20.521,74.52,"2",74.52,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",514270.35480433167,8270110.050398235,"27N"
16029334546,true,2016-12-17 15:04:00.000,-20.608,74.488,"2",74.488,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511702.0299193837,8266520.9347175015,"27N"
16029334547,true,2016-12-17 15:19:00.000,-20.615,74.492,"2",74.492,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511490.17828463437,8266965.835352919,"27N"
16029334548,true,2016-12-17 16:43:00.000,-20.697,74.501,"1",74.501,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509037.8248302543,8267955.783404996,"27N"
16029334549,true,2016-12-18 14:17:00.000,-20.662,74.486,"2",74.486,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",510091.3012735283,8266287.905597161,"27N"
16029334550,true,2016-12-18 14:41:00.000,-20.748,74.493,"1",74.493,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",507520.3988512061,8267056.141314299,"27N"
16029334552,true,2016-12-18 15:09:00.000,-20.622,74.487,"1",74.487,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511284.81481224566,8266406.662182563,"27N"
16029334553,true,2016-12-18 15:57:00.000,-20.605,74.489,"1",74.489,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511790.84391847183,8266633.09373124,"27N"
16029334554,true,2016-12-18 16:16:00.000,-20.624,74.499,"1",74.499,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511216.6414464893,8267745.082986187,"27N"
16029334557,true,2016-12-19 14:24:00.000,-20.692,74.501,"1",74.501,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",509186.96263248887,8267956.549694815,"27N"
16029334558,true,2016-12-19 16:00:00.000,-20.6,74.509,"3",74.509,"argos-doppler-shift","Vulpes lagopus","161478","161478","Arctic fox (Vulpes lagopus) - Argos - Greenland (Zackenberg)",511925.081813271,8268865.41953834,"27N"
